Nombre de la Lista,Lista de Precios Base,,,
Moneda,Peso Chileno,,,
,,,,
Tipo de producto,Código Barras,SKU,Variante,Precio Venta
BEBIDAS,7802820700053,"ND1,0053","NECTAR DEL VALLE NARANJA 1,5L","2.190,00"
BEBIDAS,7802820410204,ND400204,NECTAR DEL VALLE NARANJA 400ML,"2.190,00"
BEBIDAS,7802820700633,"ND1,0633","NECTAR DEL VALLE NARANJA LIGHT 1,5L","2.190,00"
BEBIDAS,7501055388578,NV348578,NÉCTAR DEL VALLE PERA LATA 340ML,"1.490,00"
BEBIDAS,7802820700251,"ND1,0251","NECTAR DEL VALLE PIÑA 1,5L","2.190,00"
BEBIDAS,7802820410228,ND400228,NECTAR DEL VALLE PIÑA 400ML,"1.190,00"
BEBIDAS,7802820645859,"ND1,5859","NECTAR DEL VALLE PIÑA LIGHT 1,5L","2.190,00"
BEBIDAS,7802820685459,ND5459,NECTAR DURAZANO SIN AZUCAR 200CC,490
BEBIDAS,7802820641554,NP1554,NECTAR PIÑA SIN AZUCAR 200CC,490
BEBIDAS,7802900480134,NS1L0134,NECTAR SOPROLE DURAZNO 1L,990
BEBIDAS,7802900480066,NS1L0066,NECTAR SOPROLE NARANJA 1L,990
BEBIDAS,7802900480035,NS1L0035,NECTAR SOPROLE PIÑA 1L,990
BEBIDAS,7801620011611,NW1611,"NECTAR WATT´S DURAZNO 1,5L","1.890,00"
BEBIDAS,7801620008796,NW8796,"NECTAR WATT´S LIGHT MANGO 1,5L","1.890,00"
BEBIDAS,7801620853396,NW3396,"NECTAR WATT´S LIGHT NARANJA 1,5L","1.890,00"
BEBIDAS,7801620001841,NW1841,"NECTAR WATT´S TUTTIFRUTILLA 1,5L","1.890,00"
USAMARKET,79200060688,NV220688,NERD VERY BERRY GUMMY CLUSTER 226GR,"7.990,00"
USAMARKET,79200049829,NB109829,NERDS BIG CHEWY 170GR,"4.990,00"
DULCES Y CHOCOLATES,079200774479,NB124479,NERDS BIG CHEWY BOX 120G,"3.990,00"
CANDYLAND,079200049034,NG859034,NERDS GGUMMY CLUSTERS RAINBOW 85G,"3.990,00"
CANDYLAND,079200616007,NG146007,NERDS GRAPE & STRAWBERRY BOX 142G,"3.990,00"
USAMARKET,079200066369,NG1426369,NERDS GUMMY CLUSTERS 142GR,"6.990,00"
DULCES Y CHOCOLATES,079200049058,NG859058,NERDS GUMMY CLUSTERS BOX 85G,"3.990,00"
CANDYLAND,079200048563,NG858563,NERDS GUMMY CLUSTERS RAINBOW 85G,"3.990,00"
CANDYLAND,079200060695,NG850695,NERDS GUMMY CLUSTERS VERY BERRY 85G,"3.990,00"
CANDYLAND,079200558338,NR148338,NERDS RAINBOW BOX 141G,"3.990,00"
CANDYLAND,041420045707,NR265707,NERDS ROPE BERRY BAIES 26G,"1.990,00"
CANDYLAND,041420045691,NR265691,NERDS ROPE RAINBOW 26G,"1.990,00"
USAMARKET,41420045721,NR265721,NERDS ROPE TROPICAL 26GR,"1.990,00"
DESPENSA,8801055709212,NF109212,NESCAFE FINA SELECCION NESCAFE 100G,"8.390,00"
DESPENSA,8801055709274,NF209274,NESCAFE FINA SELECCION NESCAFE 200G,"10.490,00"
BEBES,8445290732545,N702545,NIDO 3+ 700GR,"10.590,00"
BEBES,8445290118288,NB708288,NIDO BUEN DIA 700G,"7.390,00"
LACTEOS,8445290731432,NR701432,NIDO RECARGA +5 700G,"10.490,00"
CONGELADOS,7804659650943,NC950943,NOT CHICKEN BURGER 95G,"2.290,00"
CONGELADOS,7804659650813,NC300813,NOT CHICKEN NUGGETS 300G,"5.590,00"
CONGELADOS,7114659652015,NOCH242015,NOT CHORI 240G,"6.390,00"
CONGELADOS,7804659651629,NH251629,NOT HOTDOG SALCHICHA VEGETAL 250G,"4.990,00"
DESPENSA,7804659650059,NM350059,NOT MAYO GARLIC 350G,"3.690,00"
DESPENSA,7804659650912,NM350912,NOT MAYO LOW FAT 350G,"3.690,00"
DESPENSA,7804659650035,NM350035,NOT MAYO ORIGINAL 350G,"4.090,00"
LACTEOS,7804659651421,NOMI1L1421,NOT MILK CHOCOLATE 1L,"3.190,00"
LACTEOS,7804659650066,NM1L0066,NOT MILK LOW FAT 1L,"3.190,00"
LACTEOS,7804659650363,NM1L0363,NOT MILK ORIGINAL 1L,"3.190,00"
SNACKS,7804612220206,NS500206,NUECES SEMBRASOL 50G,"1.990,00"
DESPENSA,7804522000226,NM200226,NUEZ MARIPOSA 200G,"5.190,00"
DESPENSA,7802410181378,NM51378,NUEZ MOSCADA GOURMET MOLIDA 5GR,790
DESPENSA,7804522004033,NP204033,NUEZ PARTIDA 200G,"4.990,00"
CONGELADOS,7809611702951,ND402951,NUGGETS DE POLLO LA CRIANZA  400G,"4.590,00"
CONGELADOS,7809611720115,NUDE270115,NUGGETS DE POLLO SUPER POLLO 275G,"2.290,00"
CONGELADOS,7809611700667,ND400667,NUGGETS DE POLLO SUPER POLLO 400G,"3.390,00"
CONGELADOS,7804676780098,ND400098,NUGGETS DE VACUNO FUNDO DEL SUR 400GR,"6.190,00"
CONGELADOS,7809611711571,NL401571,NUGGETS LA CRIANZA DE VERDURA 400GR,"4.690,00"
CONGELADOS,7801965001445,NM300,NUGGETS MONTINA CROCANTE DE POLLO 300GR,"2.790,00"
SNACKS,7804612222019,NM272019,NUT MIX CON TOQUE DE AJI Y LIMON SEMBRASOL,"4.690,00"
SNACKS,7804612222002,NM272002,NUT MIX CON TOQUE DE MERKEN SEMBRASOL,"4.690,00"
SNACKS,7804612221395,NM801395,NUT MIX SEMBRASOL 80GR,"1.790,00"
DESPENSA,7898024395232,N145232,NUTELLA 140G,"4.190,00"
DULCES Y CHOCOLATE,80135463,NU205463,NUTELLA 200GR,"7.790,00"
DESPENSA,7898024394181,NU354181,NUTELLA 350G,"7.990,00"
DESPENSA,80177173,NU357173,NUTELLA 350G,"8.090,00"
DULCES Y CHOCOLATES,9800820016,NB220016,NUTELLA B-READY 22G,"1.390,00"
DULCES Y CHOCOLATES,7898024397915,NB237915,NUTELLA B-READY 23G,"1.790,00"
DULCES Y CHOCOLATES,7613030612339,OS292339,OBLEA SUPER8 29G,590
DULCES Y CHOCOLATES,7802215514531,OT194531,OBLEA TUYO 19G,390
DULCES Y CHOCOLATE,7899970400674,OM100674,OBLEAS MAIS HERSHEY'S 102G,"2.490,00"
TABAQUERIA,3057068015986,OS125986,OCB SLIM FILTRO 120U,"1.990,00"
Sin Tipo,1234,OF1234,OFERTAS,1
BEBIDAS,7801620852726,OC352726,ORANGE CRUSH LATA 350CC,"1.190,00"
BEBIDAS,7801620330217,OC10217,"ORANGE CRUSH NORMAL 1,5L","2.190,00"
BEBIDAS,7801620001599,OC3L1599,ORANGE CRUSH NORMAL 3L,"3.690,00"
DULCES Y CHOCOLATES,42069942,OC109942,ORBIT CHICLE SIN AZUCAR SABOR MENTA SUAVE 10U,"1.190,00"
DESPENSA,7802420004865,74698346300761,OREGANO EDRA 20G,590
DESPENSA,7802410102120,OE502120,OREGANO ENTERO DESHIDRATADO GOURMET 50G,"1.190,00"
DESPENSA,7802410195375,OG205375,OREGANO GOURMET 20G,790
DESPENSA,7622201693091,OO103091,OREO ORIGINAL 108G,"1.190,00"
GALLETAS,7590011251100,OO361100,OREO ORIGINAL 4U 36G,390
BEBES,7804603541723,P22U1723,PACK 2 TOALLITAS HUMEDAS EMUBABY 160 UNIDADES 2U,"3.890,00"
DESPENSA,7802575016812,P51U6812,PACK 5 ESPIRAL CAROZZI + SALSA 1U,"6.890,00"
DESPENSA,8445291758766,PC58766,PACK CAFE NESCAFE 5U,"3.190,00"
HIGIENE Y CUIDADO PERSONAL,7702010130250,PC2U250,PACK CEPILLO DENTAL COLGATE TWISTER 2U,"2.890,00"
BOTILLERIA,7802100005847,PC065847,PACK CERVERZA SOL MIX MANGO LATA 350CC (6 UNIDADES),"8.490,00"
BOTILLERIA,7809634100079,76221641861005,PACK CERVEZA AUSTRAL CALAFATE 330CC (4 UNIDADES),"8.190,00"
BOTILLERIA,7809634100192,CA330192,PACK CERVEZA AUSTRAL LAGER BOTELLA 330CC (4 UNIDADES),"8.590,00"
BOTILLERIA,7809634100062,CA330062,PACK CERVEZA AUSTRAL PATAGONIA PALE ALE BOTELLA 330CC (4 UNIDADES),"8.590,00"
BOTILLERIA,7809634100574,PC330574,PACK CERVEZA AUSTRAL RUIBARBO BOTELLA 330CC (4 UNIDADES),"9.390,00"
BOTILLERIA,7809634100628,74503460839989,PACK CERVEZA AUSTRAL TORRES DEL PAINE 330CC (4 UNIDADES),"8.590,00"
BOTILLERIA,7809634100314,CA330314,PACK CERVEZA AUSTRAL YAGAN BOTELLA 330CC (4 UNIDADES),"9.490,00"
BOTILLERIA,7802130000676,PC470676,PACK CERVEZA BECKER LATA 473CC (6 UNIDADES),"5.390,00"
BOTILLERIA,7891991014779,CB334779,PACK CERVEZA BUDWEISER BOTELLA 330CC (6 UNIDADES),"7.590,00"
BOTILLERIA,7802130002496,PACE472496,PACK CERVEZA BUDWEISER LATA 473CC (6 UNIDADES),"7.990,00"
BOTILLERIA,7802100003249,PC353249,PACK CERVEZA COORS BOTELLA 355CC (6 UNIDADES),"7.590,00"
BOTILLERIA,7802100003539,CC473539,PACK CERVEZA COORS LATA 470CC (6 UNIDADES),"8.490,00"
BOTILLERIA,7802130002274,PC332274,PACK CERVEZA CORONA BOTELLA 330CC (6 UNIDADES),"7.690,00"
BOTILLERIA,7891991305686,CC335686,PACK CERVEZA CORONA CERO BOTELLA 330CC (6 UNIDADES),"7.690,00"
BOTILLERIA,7802130003646,PACE47,PACK CERVEZA CORONA LATA 473CC (6 UNIDADES),"7.190,00"
BOTILLERIA,7802100001610,PC61610,PACK CERVEZA CRISTAL 350CC (6 UNIDADES),"6.690,00"
BOTILLERIA,7802100505354,PC475354,PACK CERVEZA CRISTAL LATA 470CC (6 UNIDADES),"7.190,00"
BOTILLERIA,7802100505378,PC475378,PACK CERVEZA ESCUDO LATA 470CC (6 UNIDADES),"5.390,00"
BOTILLERIA,8410793283832,PC333832,PACK CERVEZA ESTRELLA DAMM LATA 330CC (6 UNIDADES),"7.690,00"
BOTILLERIA,7802100001405,PC331405,PACK CERVEZA HEINEKEN BOTELLA 330CC (6 UNIDADES),"7.990,00"
BOTILLERIA,7802100003553,CH473553,PACK CERVEZA HEINEKEN LATA 470CC (6 UNIDADES),"8.190,00"
BOTILLERIA,7802100003294,CH333294,PACK CERVEZA HEINEKEN SIN ALCOHOL BOOTELLA 330CC (6 UNIDADES),"8.190,00"
BOTILLERIA,7804615340611,PC330611,PACK CERVEZA KROSS BERRIES 330CC (4 UNIDADES),"8.690,00"
BOTILLERIA,7804615340024,PACE330024,PACK CERVEZA KROSS GOLDEN 330CC (4 UNIDADES),"8.690,00"
BOTILLERIA,7804615340260,CK330260,PACK CERVEZA KROSS MAIBOCK 330CC (4 UNIDADES),"8.690,00"
BOTILLERIA,7804615340055,CK330055,PACK CERVEZA KROSS PILS 330CC (4 UNIDADES),"8.690,00"
BOTILLERIA,7804615340031,PACE330031,PACK CERVEZA KROSS STOUT 330CC (4 UNIDADES),"8.690,00"
BOTILLERIA,7802107000265,CK330265,PACK CERVEZA KUNSTMANN ARANDANO BOTELLA 330CC (4 UNIDADES),"10.790,00"
BOTILLERIA,7802107001378,PC331378,PACK CERVEZA KUNSTMANN BOCK BOTELLA 330CC (4 UNIDADES),"8.890,00"
BOTILLERIA,7802107001354,PC331354,PACK CERVEZA KUNSTMANN LAGER BOTELLA 330CC (4 UNIDADES),"10.790,00"
BOTILLERIA,7802107000210,CK330210,PACK CERVEZA KUNSTMANN MIEL BOTELLA 330CC (4 UNIDADES),"10.790,00"
BOTILLERIA,7802107000272,CK330272,PACK CERVEZA KUNSTMANN SIN ALCOHOL BOTELLA 330CC (4 UNIDADES),"8.490,00"
BOTILLERIA,7802107001408,PC3301408,PACK CERVEZA KUNSTMANN TOROBAYO 330CC (4 UNIDADES),"8.790,00"
BOTILLERIA,7802107000302,PC330302,PACK CERVEZA KUNSTMANN TOROBAYO 330CC (6 UNIDADES),"10.490,00"
BOTILLERIA,8411327011198,PC61198,PACK CERVEZA MAHOU BOTELLA 250ML (4 UNIDADES),"6.890,00"
BOTILLERIA,34100013141,PC473141,PACK CERVEZA MILLER 473CC (6 UNIDADES),"8.790,00"
BOTILLERIA,034100175054,PC355054,PACK CERVEZA MILLER BOTELLA 355CC (6 UNIDADES),"9.990,00"
BOTILLERIA,7802100003591,PC473591,PACK CERVEZA MORENITA LATA 470CC (6 UNIDADES),"6.590,00"
BOTILLERIA,7792798012947,76668638015993,PACK CERVEZA QUILMES 473CC (6 UNIDADES),"6.590,00"
BOTILLERIA,7802100505583,PC355583,PACK CERVEZA ROYAL GUARD BOTELLA 355CC (6 UNIDADES),"7.990,00"
BOTILLERIA,7802100004758,PC3554758,PACK CERVEZA ROYAL GUARD BOTELLA SIN ALCOHOL 355CC (6 UNIDADES),"7.990,00"
BOTILLERIA,7802100505187,PC355187,PACK CERVEZA ROYAL GUARD LATA 350CC (6 UNIDADES),"8.590,00"
BOTILLERIA,7802100002754,PC472754,PACK CERVEZA ROYAL GUARD LATA 470CC (6 UNIDADES),"8.590,00"
BOTILLERIA,7802100003126,PC353126,PACK CERVEZA ROYAL GUARD SMOOTH LAGER BOTELLA 355CC (6 UNIDADES),"8.290,00"
BOTILLERIA,7501049936945,PC336945,PACK CERVEZA SOL BOTELLA 330CC (6 UNIDADES),"8.390,00"
BOTILLERIA,7802100003522,CEPA473522,PACK CERVEZA SOL LATA 473CC (6 UNIDADES),"6.990,00"
BOTILLERIA,7802130001765,PACE471765,PACK CERVEZA STELLA ARTOIS LATA 473CC (6 UNIDADES),"8.490,00"
BOTILLERIA,7792798006052,PC336052,PACK CERVEZA STELLAARTOIS BOTELLA 330CC (6 UNIDADES),"7.090,00"
MENAJE Y LIBRERIA,7702147246565,PC6U6565,PACK COPA CRISTAL PARA CHAMPAGNA CRISTAL 6U,"8.390,00"
FERRETERIA,6922073105656,PC11U5656,PACK CORTADOR 3 HYPER TOUGH 1U,"2.290,00"
BOTILLERIA,7804320080611,PD0611,PACK DIABLO DARK RED + SPARK ROSE + COPA,"15.990,00"
HIGIENE Y CUIDADO PERSONAL,4005808806874,PJ856874,PACK JABON NIVEA AVENA 3U 85G,"3.490,00"
HIGIENE Y CUIDADO PERSONAL,4005808806577,PJ856577,PACK JABON NIVEA PROTEINA DE LECHE 3U 85G,"4.090,00"
POSTRES,8445290780447,PJ110447,PACK JALEA GOODNES FRAMBUESA 110G,"1.990,00"
MENAJE Y LIBRERIA,7808718508572,PL7M8572,PACK LAPIZ CORRECTOR 3 BOLIGRAFOS PAPER MATE 7ML,"3.790,00"
BOTILLERIA,7802100004697,PL474697,PACK LEMON STONE LATA 473CC (6 UNIDADES),"8.390,00"
BOTILLERIA,7802175000259,PM270259,PACK MISTRAL ICE BLEND BOTELLA 275CC (4 UNIDADES),"7.490,00"
BOTILLERIA,7802175001676,PM271676,PACK MISTRAL ICE BLEND BOTELLA 275CC (4 UNIDADES),"7.490,00"
BOTILLERIA,7802175000365,PM270365,PACK MISTRAL ICE DRY BOTELLA 275CC (4 UNIDADES),"7.490,00"
BOTILLERIA,7802175000884,74503347052491,PACK MISTRAL ICE ENERGY BOTELLA 275CC (4 UNIDADES),"7.490,00"
BOTILLERIA,7802175003038,74503214087986,PACK MISTRAL ICE PINEAPPLE BOTELLA 275CC (4 UNIDADES),"7.490,00"
JUEGOS,7790085002282,PP1U2282,PACK PALETA MALLA PELOTA PINGPONG SENSEI 1U,"16.490,00"
JUEGOS,8977677501234,PP1U1234,PACK PALETAS DE PINGPONG HAOSHENG (AZUL) 1U,"10.990,00"
MENAJE Y LIBRERIA,2153012,PS4U3012,PACK SERVICIOS DE MADERA 4U,"2.190,00"
LIMPIEZA,7800143282102,PK1U2102,PALA KENDY NEGRA 1U,"1.590,00"
LIMPIEZA,7806800008917,PM1U8917,PALA MANLAC CON MANGO 1U,"3.490,00"
MENAJE Y LIBRERIA,7891116014295,PP1U4295,PALA PARA TARTAS COSMOS DE ACERO INOXIDABLE TRAMONTINA 1U,"4.990,00"
LIMPIEZA,7806810117005,PP1U7005,PALA PLASTICA CON MANGO IMPEKE 1U,"3.890,00"
LIMPIEZA,7806810015158,PP1U5158,PALA PLASTICA CON MANGO VIRUTEX 1U,"4.990,00"
BEBIDAS,73730297241968,PAHE10,PALETA DE HELADO SAWER 100G,"3.990,00"
MENAJE Y LIBRERIA,7802420130472,PC100472,PALILLOS COCTEL MARCO POLO 100U,490
MENAJE Y LIBRERIA,2230301,PC100301,PALITO COCTEL BAMBU 100U,790
CANDYLAND,073141153980,PAPO403980,PALITOS POCKY 40G,"1.990,00"
PASTELERIA,77634749894716,P14716,PALMERITA 1U,"2.000,00"
DULCES Y CHOCOLATE,12345112,69842193417165,PALMERITAS 1U,"1.200,00"
DESPENSA,7802420510151,PE400151,PALMITO EN RODAJAS ESMERALDA 400G,"2.990,00"
DESPENSA,7802420510113,PE400113,PALMITO ENTERO ESMERALDA 400G,"3.890,00"
DESPENSA,7801305133645,PE403645,PALMITO ENTERO WASIL 400G,"4.990,00"
DESPENSA,7801305001883,PE401883,PALMITOS EN RODAJAS WASIL 400G,"3.790,00"
DULCES Y CHOCOLATES,076150230383,PA160383,"PALOMITAS ACT II CARAMELO 161,4G","3.490,00"
DULCES Y CHOCOLATES,076150601244,PA911244,PALOMITAS ACT II DULCE 91G,"1.790,00"
DULCES Y CHOCOLATES,076150202199,PA852199,PALOMITAS ACT II MANTEQUILLA 85G,"1.790,00"
DULCES Y CHOCOLATES,076150601336,PA911336,PALOMITAS ACT II MANTEQUILLA 91G,"1.790,00"
DULCES Y CHOCOLATES,76150601329,PA911329,PALOMITAS ACT II NATURAL 91G,"1.790,00"
PANADERIA,7804641180687,PA100687,PAN ALIMENTOS PROXIMOS DE HOT DOG 10U,"3.890,00"
PANADERIA,1234526,PA104526,PAN AMASADO 10U,"3.500,00"
PANADERIA,987654321,PA104321,PAN AMASADO GRANDE 9U,"4.000,00"
PANADERIA,7803468001274,PB8U1274,PAN BRIOCHE CASTAÑO 8U,"3.790,00"
PANADERIA,7803468002233,PC4002233,PAN CASTAÑO INTEGRAL MEDIANO 400GR,"2.190,00"
PANADERIA,7803468001427,PC8U1427,PAN COMPLETO CASTAÑO 8U,"2.790,00"
PANADERIA,7803480001429,PC600G1429,PAN CON SEMILLA DE CALABAZA Y NUECES - FUCHS 600G,"3.790,00"
PANADERIA,7803468001946,PC481946,PAN CROCATA TIPO ITALIANO CASTAÑO 480G,"2.090,00"
PANADERIA,742832854405,PD504405,PAN DE COMPLETO MARCELO 10U 500G,"3.090,00"
PANADERIA,7804667910725,PD100725,PAN DE COMPLETOS DTRIGO 10U,"2.790,00"
PANADERIA,7803403002632,PD522632,PAN DE COMPLETOS XL IDEAL 528G,"3.090,00"
PANADERIA,7803480001214,PD8U1214,PAN DE HAMBURGUESA CON SESAMO FUCHS 8U,"3.790,00"
PANADERIA,7803403002588,PD82588,PAN DE HAMBURGUESA IDEAL ARTESANO 8U,"4.590,00"
PANADERIA,742832854436,PDH104436,PAN DE HAMBURGUESA MARCELO 10U,"2.890,00"
PANADERIA,7804667910732,PD8U0732,PAN DE HAMBURGUESAS DTRIGO 8U,"2.990,00"
GALLETAS,73781053145289,PADE1U,PAN DE HUEVO 1U,"1.200,00"
PANADERIA,7803468002226,PD402226,PAN DE MOLDE BLANCO CASTAÑO 400G,"2.890,00"
PANADERIA,7803403003257,PD743257,PAN DE MOLDE BLANCO XL IDEAL 740G,"3.790,00"
PANADERIA,7803473002662,PM752662,PAN DE MOLDE BLANCO XL IDEAL 750G,"3.690,00"
PANADERIA,7803468005128,PAMO405128,PAN DE MOLDE BRIOCHE CASTAÑO 400G,"2.290,00"
PANADERIA,7803480001115,PD381115,PAN DE MOLDE CALABAZA NUEZ FUCHS 380G,"2.990,00"
PANADERIA,7803468003025,PD403025,PAN DE MOLDE CASTAÑO LINAZA CHIA 400G,"2.790,00"
PANADERIA,7803468005333,PD405333,PAN DE MOLDE CASTAÑO MULTIGRANO 400G,"2.790,00"
PANADERIA,7803480000309,PD650309,PAN DE MOLDE FUCHS MULTI GRANO LIGHT 650G,"3.690,00"
PANADERIA,7803403003318,PD353318,PAN DE MOLDE IDEAL BLANCO 350G,"2.490,00"
PANADERIA,7803403003325,PD353325,PAN DE MOLDE IDEAL INTEGRAL 350G,"2.490,00"
PANADERIA,7803480001092,PD381092,PAN DE MOLDE LINAZA CHÍA FUCHS 380G,"2.990,00"
PANADERIA,7803480001269,PD651269,PAN DE MOLDE LINAZA CHÍA FUCHS 650G,"3.790,00"
PANADERIA,7803480001078,PD381078,PAN DE MOLDE MULTIGRANO FUCHS 380G,"2.990,00"
PANADERIA,7803468005135,PADEPACA8U,PAN DE PAPA CASTAÑO 8U,"4.290,00"
PANADERIA,7803468001410,PD501410,PAN DE PASCUA CLÁSICO CASTAÑO 500G,"3.190,00"
PANADERIA,7803473242211,PD7002211,PAN DE PASCUA FRUTAS CONFITADAS IDEAL 700G,"5.990,00"
PANADERIA,7803468001397,PD701397,PAN DE PASCUA FRUTOS SECOS CASTAÑO 700G,"7.190,00"
PANADERIA,7803403295867,PD7005867,PAN DE PASCUA FRUTOS SECOS IDEAL 700G,"6.190,00"
PANADERIA,567856785678,PE15678,PAN ESPECIAL 1KG,1
PANADERIA,7803468002905,PH8U2905,PAN HAMBURGUESA CASTAÑO 8U,"3.390,00"
PANADERIA,7803473215253,PH8U5253,PAN HAMBURGUESA IDEAL 8U,"3.390,00"
PANADERIA,7803468004756,PH304756,PAN HOT DOG CASTAÑO 300G,"2.190,00"
PANADERIA,7803403003158,PH8U3158,PAN HOT DOG IDEAL 8U,"3.090,00"
PANADERIA,7803403003929,PI383929,PAN IDEAL MOLDE BLANCO 380GR,"2.290,00"
PANADERIA,7803468005005,PI651519,PAN INTEGRAL CASTAÑO 600G,"3.690,00"
PANADERIA,7803480020079,PI650079,PAN INTEGRAL FUCHS 650G,"3.790,00"
PANADERIA,7803480001412,PI600G1412,PAN INTEGRAL MULTIOGRANO - FUCHS 600G,"3.790,00"
PANADERIA,7803403003110,PI653110,PAN INTEGRAL PRETEIN10 IDEAL 650G,"3.990,00"
PANADERIA,7803495004934,PL64934,PAN LA SELECTA CHABATTA RUSTICA 6U,"4.990,00"
PANADERIA,7803495003906,PL83906,PAN LA SELECTA HALLULLA 8U,"3.990,00"
PANADERIA,7803495003890,PL83890,PAN LA SELECTA MARAQUETA 8U,"3.990,00"
PANADERIA,7803480001436,PL600G1436,PAN LINAZA CHIA - FUCHS 600G,"3.790,00"
PANADERIA,7891962056746,PM406746,PAN MASA MADRE BAUDUCCO 400G,"3.090,00"
PANADERIA,7891962056753,PM406753,PAN MASA MADRE BAUDUCCO INTEGRAL 400G,"3.090,00"
PANADERIA,7891962064048,PM194048,PAN MOLDE BLANCO BAUDUCCO 192G,"2.490,00"
PANADERIA,7803468003476,PM573476,PAN MOLDE BLANCO CASTAÑO 570G,"3.090,00"
PANADERIA,7803403003271,PM553271,PAN MOLDE BLANCO IDEAL 550G,"3.490,00"
PANADERIA,7803403003936,PM583936,PAN MOLDE BLANCO IDEAL 580G,"2.890,00"
PANADERIA,7803468003483,PAMO773483,PAN MOLDE BLANCO XL CASTAÑO 770G,"3.690,00"
PANADERIA,7803480001313,PM631313,PAN MOLDE CALABAZA NUEZ FUCHS 630G,"3.890,00"
PANADERIA,7803468005340,PM4005340,PAN MOLDE CASTAÑO CALABAZA PROTEINA 400GR,"2.990,00"
PANADERIA,7803468005326,PM4005326,PAN MOLDE CASTAÑO LINASA CHIA PREBIOTICO 400GR,"2.990,00"
PANADERIA,7803403003264,PA553264,PAN MOLDE IDEAL ARTESANO 550G,"3.890,00"
PANADERIA,7803403003042,PM603042,PAN MOLDE IDEAL ARTESANO INTEGRAL 600GR,"3.890,00"
PANADERIA,7803403004094,PM404094,PAN MOLDE IDEAL SIN ORILLA 400GR,"4.190,00"
PANADERIA,7804681630098,PM450098,PAN MOLDE LA SELECTA MULTISEMILLAS SIN GLUTEN 450GR,"5.990,00"
PANADERIA,7804681630104,PM450104,PAN MOLDE LA SELECTA SIN GLUTEN 450GR,"5.990,00"
PANADERIA,1234511,PN1K4511,PAN NORMAL 1K,1
PANADERIA,7803468001441,PP331441,PAN PARRILLERO 13 UNIDADES 330G,"2.090,00"
PANADERIA,7803403003059,PP523059,PAN PASCUA AGUA PIEDRA 520G,"5.490,00"
PANADERIA,7803468001380,PP701380,PAN PASCUA CASTAÑO FRUTAS CONFITADAS 700G,"5.490,00"
PANADERIA,7803468002516,PP302516,PAN PITA BLANCO CASTAÑO 300G,"2.290,00"
PANADERIA,7803473001993,PP8U1993,PAN PITA BLANCO LIGHT IDEAL 8U,"2.290,00"
PANADERIA,7803473000767,PP8U0767,PAN PITA IDEAL BLANCO 8U,"2.190,00"
PANADERIA,7803468002523,PP302523,PAN PITA INTEGRAL CASTAÑO 300G,"2.290,00"
PANADERIA,7803473000750,PP340750,PAN PITA INTEGRAL IDEAL 344G,"2.290,00"
PANADERIA,7803468002509,PR252509,PAN RALLADO CASTAÑO 250G,"1.890,00"
PANADERIA,7803403002212,PR252212,PAN RALLADO IDEAL 250G,"1.890,00"
PANADERIA,7803468003001,PT353001,PAN TAPADITOS CASTAÑO 350G,"3.390,00"
HIGIENE Y CUIDADO PERSONAL,7806500771517,PA8U1517,PAÑAL ADULTO COTIDIAN 8U,"10.590,00"
BEBES,7806500799481,PB189481,PAÑAL BABYSEC PREMIUM G 18U,"4.790,00"
BEBES,7806500799160,PB209160,PAÑAL BABYSEC PREMIUM M 20U,"5.290,00"
BEBES,7806500799498,PB149498,PAÑAL BABYSEC PREMIUM XG 14U,"4.790,00"
BEBES,7806500799504,PB149504,PAÑAL BABYSEC PREMIUM XXG 14U,"5.790,00"
BEBES,7806500752172,PBG2152,PAÑAL BABYSEC PREMIUN G,"8.690,00"
BEBES,7806500792284,PB342284,PAÑAL BABYSEC RN 34U,"8.990,00"
BEBES,7804603542102,PD382102,PAÑAL DESECHABLE G EMUBABY 38U,"10.790,00"
BEBES,7804603541983,PD241983,PAÑAL DESECHABLE P EMUBABY 24U,"5.590,00"
BEBES,7804603542119,PD342119,PAÑAL DESECHABLE XG EMUBABY 34U,"10.790,00"
BEBES,7500435122443,PAPACOSECG2,PAÑAL PAMPERS CONFORT SEC G20,"7.790,00"
BEBES,7500435150699,PAPACOSEM20699,PANAL PAMPERS CONFORT SEC M20,"6.990,00"
BEBES,7500435122467,PAPACOSEXG2467,PANAL PAMPERS CONFORT SEC XG16,"7.490,00"
BEBES,7500435122450,PAPECOSEXX2450,PANAL PAMPERS CONFORT SEC XXG16,"7.490,00"
BEBES,7806500799153,PP209153,PAÑAL PREMIUM P BABYSEC 20U,"5.590,00"
BEBES,7806500751861,PB701861,PAÑALES BABYSEC PREMIUM FLEXIPROTECT 70U,"20.690,00"
BEBES,7806500799405,PB689405,PAÑALES BABYSEC PREMIUM SUPERFLEX 68U,"23.690,00"
BEBES,7806500752318,PB2318,PAÑALES BABYSEC PREMIUN M 20U,"8.690,00"
BEBES,7806500752325,PB,PAÑALES BABYSEC PREMIUN P 2OU,"8.690,00"
BEBES,7806500752288,PB202288,PAÑALES BABYSEC PREMIUN XG 20U,"8.690,00"
BEBES,7806500752202,PB142202,PAÑALES BABYSEC PRIMIUN XXG 14U,"8.690,00"
BEBES,7806500799344,PB549344,PAÑALES BABYSEC SUPER PREMIUM SOFTPROTECT 54U,"24.290,00"
BEBES,7806500799375,PB549375,PAÑALES BABYSEC SUPER PREMIUM SOFTPROTECT 54U,"24.290,00"
